x,y,r
0.5120892081423205,0.25510236270282166,0.02
0.7088724832214764,0.28297297297297297,0.004
0.11209395973154362,0.2961621621621622,0.004
0.8481208053691275,0.019189189189189187,0.004
0.5431006711409396,0.07194594594594594,0.004
0.8481208053691275,0.1510810810810811,0.004
0.039154362416107376,0.37529729729729727,0.004
0.21818791946308724,0.42805405405405406,0.004
0.954214765100671,0.1444864864864865,0.004
0.23808053691275166,0.48740540540540545,0.004
0.5497315436241611,0.019189189189189187,0.004
0.520523812305264,0.3141393676149548,0.004
0.854751677852349,0.03897297297297297,0.004
0.7751812080536913,0.18405405405405406,0.004
0.8282281879194631,0.48740540540540545,0.004
0.370007904752788,0.4479817391381082,0.004
0.8282281879194631,0.09172972972972973,0.004
0.15851006711409396,0.43464864864864866,0.004
0.4528919891489616,0.27615742913404007,0.004
0.6425637583892617,0.21702702702702703,0.004
0.8017046979865772,0.4412432432432432,0.004
0.8945369127516778,0.05216216216216216,0.004
0.2911275167785235,0.2236216216216216,0.004
0.5216545212769406,0.22517467530568508,0.004
0.6160402684563758,0.21043243243243243,0.004
0.5532337283451754,0.23549505879420835,0.004
0.11209395973154362,0.4412432432432432,0.004
0.2049261744966443,0.2565945945945946,0.004
0.05904697986577181,0.13789189189189188,0.004
0.19829530201342283,0.20383783783783785,0.004
0.02589261744966443,0.31594594594594594,0.004
0.602289425807954,0.2962771233402975,0.004
0.8149664429530201,0.13789189189189188,0.004
0.9144295302013422,0.4676216216216216,0.004
0.9741073825503355,0.42145945945945945,0.004
0.3640671140939597,0.3093513513513514,0.004
0.41048322147651006,0.2236216216216216,0.004
0.006,0.27637837837837836,0.004
0.423744966442953,0.006,0.004
0.5165771812080536,0.07194594594594594,0.004
0.5661923543524836,0.3206527980998695,0.004
0.35080536912751675,0.16427027027027027,0.004
0.15851006711409396,0.2236216216216216,0.004
0.3521967081706098,0.41008406143405035,0.004
0.2579731543624161,0.1576756756756757,0.004
0.2314496644295302,0.1510810810810811,0.004
0.6491946308724832,0.49400000000000005,0.004
0.3525053537184896,0.3900368667940614,0.004
0.0325234899328859,0.4478378378378378,0.004
0.10546308724832215,0.2302162162162162,0.004
0.8149664429530201,0.3818918918918919,0.004
0.1717718120805369,0.19724324324324324,0.004
0.05904697986577181,0.3687027027027027,0.004
0.07893959731543625,0.27637837837837836,0.004
0.14524832214765102,0.1576756756756757,0.004
0.9939999999999999,0.48740540540540545,0.004
0.5194252048926447,0.2172930479557379,0.004
0.4966845637583892,0.17086486486486485,0.004
0.11209395973154362,0.3423243243243243,0.004
0.08557046979865772,0.03237837837837838,0.004
0.2911275167785235,0.43464864864864866,0.004
0.6160402684563758,0.11810810810810811,0.004
0.39443704741221297,0.3013195825964714,0.004
0.5179661030913598,0.19939136995458068,0.004
0.7088724832214764,0.09172972972972973,0.004
0.18503355704697985,0.26978378378378376,0.004
0.8945369127516778,0.2631891891891892,0.004
0.8945369127516778,0.11151351351351352,0.004
0.9144295302013422,0.07854054054054055,0.004
0.6330736806577979,0.40794668132822737,0.004
0.9343221476510066,0.1247027027027027,0.004
0.22481879194630872,0.27637837837837836,0.004
0.36772569303255936,0.4142046680010266,0.004
0.48342281879194626,0.16427027027027027,0.004
0.8945369127516778,0.49400000000000005,0.004
0.8348590604026845,0.1444864864864865,0.004
0.8945369127516778,0.3027567567567568,0.004
0.6359328859060402,0.09832432432432432,0.004
0.7751812080536913,0.3027567567567568,0.004
0.5033154362416107,0.012594594594594595,0.004
0.9144295302013422,0.11810810810810811,0.004
0.9343221476510066,0.3423243243243243,0.004
0.16514093959731543,0.19724324324324324,0.004
0.9276912751677852,0.2368108108108108,0.004
0.3972214765100671,0.2302162162162162,0.004
0.2579731543624161,0.3884864864864865,0.004
0.6160402684563758,0.21702702702702703,0.004
0.29775838926174497,0.17086486486486485,0.004
0.7685503355704698,0.4082702702702703,0.004
0.045785234899328855,0.2631891891891892,0.004
0.08557046979865772,0.31594594594594594,0.004
0.045785234899328855,0.058756756756756755,0.004
0.7420268456375838,0.07194594594594594,0.004
0.7619194630872483,0.2895675675675676,0.004
0.3574362416107382,0.3555135135135135,0.004
0.13198657718120804,0.3555135135135135,0.004
0.6227413917581566,0.29519671306837003,0.004
0.4605278220821871,0.2856960877733438,0.004
0.07893959731543625,0.4082702702702703,0.004
0.6558255033557047,0.18405405405405406,0.004
0.9276912751677852,0.32254054054054054,0.004
0.8680134228187919,0.46102702702702697,0.004
