m0,4m0,sys
0.005000000000000001,0.019851485148514855,0.012500000000000002
0.005000000000000001,0.019851485148514855,0.012500000000000002
0.005000000000000001,0.019851485148514855,0.012500000000000002
0.005000000000000001,0.019851485148514855,0.012500000000000002
0.005024059020766629,0.01982766433587464,0.012500000000000004
0.005024059020766629,0.019827664335874653,0.012500000000000013
0.005024059020766629,0.019827664335874653,0.012500000000000013
0.005024059020766629,0.019827664335874653,0.012500000000000013
0.005024059020766629,0.019827664335874653,0.012500000000000013
0.005024059020766629,0.019827664335874653,0.012500000000000013
0.0051415886508317235,0.019711298365513184,0.012500000000000018
0.0051415886508317235,0.019711298365513184,0.012500000000000018
0.0051972969799040526,0.019656141604055433,0.012500000000000018
0.0051972969799040526,0.019656141604055433,0.012500000000000018
0.005197296979904054,0.019656141604055433,0.01250000000000002
0.005197296979904054,0.019656141604055433,0.01250000000000002
0.005197296979904054,0.019656141604055433,0.01250000000000002
0.005197296979904054,0.019656141604055433,0.01250000000000002
0.005197296979904054,0.019656141604055433,0.01250000000000002
0.005197296979904054,0.019656141604055433,0.01250000000000002
0.005197296979904054,0.019656141604055433,0.01250000000000002
0.005197296979904054,0.019656141604055422,0.012500000000000016
0.005197296979904054,0.01965614160405545,0.012500000000000027
0.0051972969799040526,0.01965614160405545,0.012500000000000027
0.005228440100322135,0.019625306831364243,0.012500000000000011
0.005222325784003105,0.019631360609897935,0.012500000000000011
0.0052223257840031045,0.019631360609897935,0.012500000000000011
0.0052223257840031045,0.019631360609897938,0.01250000000000001
0.0052223257840031045,0.019631360609897938,0.01250000000000001
0.0052223257840031045,0.019631360609897938,0.01250000000000001
0.0052223257840031045,0.019631360609897938,0.01250000000000001
0.0052223257840031045,0.01963136060989797,0.012500000000000027
0.0052223257840031045,0.01963136060989797,0.012500000000000027
0.0052223257840031045,0.01963136060989797,0.012500000000000027
0.0052223257840031045,0.01963136060989797,0.012500000000000027
0.005408261839393033,0.01944726550555141,0.012499999999999978
0.005496074717125573,0.0193603220622518,0.012499999999999942
0.005496074717125573,0.0193603220622518,0.012499999999999942
0.005496074717125573,0.0193603220622518,0.012499999999999942
0.005496074717125573,0.0193603220622518,0.012499999999999942
0.005496074717125573,0.019360322062251727,0.012499999999999907
0.005496074717125573,0.019360322062251727,0.012499999999999907
0.005496074717125573,0.019360322062251727,0.012499999999999907
0.005496074717125566,0.01941563109760262,0.012499999999999905
0.005528099553268266,0.019383923339045483,0.0124999999999999
0.005528099553268316,0.019383923339045483,0.012499999999999924
0.005528099553268316,0.019383923339045483,0.012499999999999924
0.005660891229534663,0.019252446431851002,0.012499999999999884
0.005660891229534663,0.019252446431851002,0.012499999999999884
0.005835380994703729,0.019079684288119292,0.012499999999999902
0.005835380994703729,0.019079684288119292,0.012499999999999902
0.005835380994703729,0.019079684288119292,0.012499999999999902
0.005835380994703623,0.019079684288119292,0.01249999999999985
0.005835380994703621,0.019079684288119292,0.012499999999999846
0.005835380994703621,0.019079684288119292,0.012499999999999846
0.005835380994703621,0.019079684288119292,0.012499999999999846
0.005835380994703614,0.019079684288119292,0.012499999999999845
0.005835380994703614,0.019079684288118605,0.012499999999999498
0.005835380994703614,0.019079684288118605,0.012499999999999498
0.005907494171780782,0.019008285102893676,0.012499999999999496
0.005907494171780782,0.019008285102893676,0.012499999999999496
0.005907494171780776,0.019008285102893676,0.01249999999999949
0.005946564305199935,0.01896960180247864,0.012499999999999479
0.005946564305199935,0.01896960180247864,0.012499999999999479
0.005946564305199935,0.01896960180247864,0.012499999999999479
0.005946564305199959,0.01896960180247864,0.012499999999999489
0.005946564305199967,0.01896960180247864,0.012499999999999494
0.005946564305199967,0.01896960180247864,0.012499999999999494
0.005946564305199967,0.01896960180247864,0.012499999999999494
0.005946564305199967,0.01896960180247864,0.012499999999999494
0.005946564305199967,0.01896960180247864,0.012499999999999494
0.006120888649011742,0.01879700344226891,0.012499999999999465
0.006120888649011775,0.01879700344226891,0.012499999999999485
0.006120888649011775,0.01879700344226891,0.012499999999999485
0.006120888649011775,0.01879700344226891,0.012499999999999485
0.006120888649011773,0.01879700344226891,0.012499999999999482
0.006284657650274495,0.01863485591626621,0.012499999999999482
0.006284657650274495,0.01863485591626621,0.012499999999999482
0.006284657650274495,0.01863485591626631,0.012499999999999532
0.006284657650274495,0.01863485591626631,0.012499999999999532
0.006284657650274495,0.01863485591626631,0.012499999999999532
0.006284657650274495,0.01863485591626631,0.012499999999999532
0.0064158872752522415,0.018504925594506224,0.012499999999999562
0.0064158872752522415,0.01850492559450632,0.012499999999999609
0.0064158872752522415,0.01850492559450632,0.012499999999999607
0.0064158872752522415,0.01850492559450632,0.012499999999999607
0.006350946115384108,0.018569223772593596,0.012499999999999616
0.006350946115384108,0.018569223772593596,0.012499999999999616
0.006350946115384108,0.018569223772593596,0.012499999999999616
0.006461719623239663,0.018459547032142552,0.012499999999999616
0.006461719623239663,0.018459547032142563,0.01249999999999962
0.006615510223393239,0.01830727911119814,0.012499999999999473
0.006615510223393239,0.01830727911119814,0.012499999999999473
0.006615510223393239,0.018307279111197998,0.012499999999999402
0.006615510223393239,0.018307279111197998,0.012499999999999402
0.006664455314923259,0.018258818624534615,0.012499999999999407
0.006664455314923259,0.018258818624534615,0.012499999999999407
0.006664455314923259,0.018258818624534615,0.012499999999999407
0.006664455314923259,0.018258818624534615,0.012499999999999407
0.006664455314923259,0.018258818624534615,0.012499999999999407
0.006664455314923259,0.018258818624534615,0.012499999999999407
0.006664455314923259,0.018258818624534615,0.012499999999999407
0.006664455314923259,0.018258818624534566,0.01249999999999938
0.006664455314923259,0.018258818624534566,0.01249999999999938
0.006664455314923608,0.018258818624534566,0.012499999999999553
0.006664455314923608,0.018258818624534566,0.012499999999999553
0.006664455314923608,0.018258818624534566,0.012499999999999553
0.006851166873514769,0.01807395569523638,0.012499999999999553
0.006903313332686215,0.01802232553764089,0.012499999999999553
0.006903313332686215,0.018022325537640792,0.012499999999999505
0.007078810987844377,0.017848565483028954,0.012499999999999607
0.007078810987844377,0.01784856548302896,0.012499999999999612
0.007078810987844377,0.01784856548302896,0.012499999999999612
0.007078810987844377,0.01784856548302896,0.012499999999999612
0.00707881098784437,0.01784856548302896,0.012499999999999607
0.007189320613250225,0.0177391500123303,0.012499999999999711
0.007161756156225918,0.017766441553938517,0.012499999999999708
0.007161756156225918,0.017766441553938517,0.012499999999999708
0.007187711107306369,0.017740743582571734,0.012499999999999708
0.007187711107306369,0.017740743582571734,0.012499999999999708
0.007374610756616726,0.01755569442483811,0.012499999999999407
0.007374610756616726,0.01755569442483811,0.012499999999999407
0.007384134607525239,0.01754626486948315,0.012499999999999407
0.007384134607525239,0.01754626486948315,0.012499999999999407
0.007384134607525453,0.01754626486948315,0.012499999999999513
0.007384134607525453,0.01754626486948315,0.012499999999999513
0.007470678554543766,0.017460577793227364,0.012499999999999498
0.007470678554543677,0.017460577793227364,0.01249999999999945
0.007470678554543677,0.017460577793227364,0.01249999999999945
0.007470678554543677,0.017460577793227364,0.01249999999999945
0.007470678554543677,0.017460577793227364,0.01249999999999945
0.007470678554543677,0.017460577793227364,0.01249999999999945
0.007470678554543677,0.017460577793227364,0.01249999999999945
0.007470678554543694,0.017460577793227364,0.012499999999999461
0.007470678554543694,0.01746057779322715,0.012499999999999352
0.007653408330843676,0.017279657222634224,0.012499999999999917
0.007653408330843676,0.017279657222634224,0.012499999999999917
0.007653408330843676,0.017279657222634224,0.012499999999999917
0.00777491828787443,0.017159350334484954,0.012499999999999914
0.00777491828787443,0.017159350334484954,0.012499999999999914
0.00777491828787443,0.017159350334484954,0.012499999999999914
0.007758018141607188,0.017176083152571183,0.012499999999999838
0.007758018141607188,0.017176083152571183,0.012499999999999838
0.007758018141607188,0.017176083152571183,0.012499999999999838
0.007807237876061709,0.01712735074222017,0.012499999999999836
0.007807237876061709,0.01712735074222017,0.012499999999999836
0.007807237876061709,0.01712735074222017,0.012499999999999836
0.007807237876061709,0.01712735074222017,0.012499999999999836
0.007807237876061713,0.01712735074222017,0.012499999999999838
0.007807237876062039,0.01712735074222017,0.012500000000000002
0.007778363181053203,0.01715593954915964,0.012500000000000016
0.007778363181053203,0.01715593954915964,0.012500000000000016
0.007778363181053203,0.01715593954915964,0.012500000000000016
0.007778363181053203,0.01715593954915964,0.012500000000000016
0.007778363181053203,0.01715593954915964,0.012500000000000016
0.008038086659359199,0.016898787590439914,0.012499999999999557
0.008038086659359185,0.016898787590439914,0.01249999999999955
0.008018579764340379,0.016918101347884275,0.012499999999999546
0.008018579764340379,0.016918101347884275,0.012499999999999546
0.008018579764340379,0.016918101347884275,0.012499999999999546
0.008018579764340379,0.016918101347884275,0.012499999999999546
0.008018579764340379,0.016918101347884275,0.012499999999999546
0.008018579764340379,0.01691810134788436,0.01249999999999959
0.008195213350807378,0.01674321660880812,0.012499999999999588
0.008195213350807378,0.016743216608808113,0.012499999999999584
0.008195213350807378,0.0167432166088081,0.012499999999999577
0.008195213350807378,0.0167432166088081,0.012499999999999577
0.008195213350807378,0.0167432166088081,0.012499999999999577
0.008195213350807378,0.0167432166088081,0.012499999999999577
0.008195213350807378,0.0167432166088081,0.012499999999999577
0.008195213350807378,0.0167432166088081,0.012499999999999577
0.008195213350807378,0.0167432166088081,0.012499999999999577
0.00819521335080738,0.0167432166088081,0.012499999999999581
0.00819521335080738,0.0167432166088081,0.012499999999999581
0.00819521335080738,0.0167432166088081,0.012499999999999581
0.00819521335080738,0.0167432166088081,0.012499999999999581
0.00819521335080738,0.0167432166088081,0.012499999999999581
0.008418369219236721,0.016522270204422485,0.012499999999999517
0.008553680228280276,0.01638829890833975,0.012499999999999513
0.008654725049348201,0.01628825453104477,0.01249999999999951
0.008654725049348201,0.01628825453104477,0.01249999999999951
0.008654725049348201,0.01628825453104477,0.01249999999999951
0.008654725049348201,0.01628825453104477,0.01249999999999951
0.00879818388760852,0.016146216077324402,0.012500000000000884
0.00918369634112835,0.01576452057879069,0.012500000000001274
0.00918369634112835,0.01576452057879069,0.012500000000001274
0.00918369634112835,0.01576452057879069,0.012500000000001274
0.00918369634112835,0.01576452057879069,0.012500000000001274
0.00917092687768214,0.015777163611905745,0.012500000000001272
0.00917092687768214,0.015777163611905745,0.012500000000001272
0.00917092687768214,0.015777163611905745,0.012500000000001272
0.009240828750373038,0.015707953836964113,0.012500000000001198
0.009370245683388562,0.01557981825972116,0.012500000000001267
0.009370245683388562,0.01557981825972116,0.012500000000001267
0.009370245683388562,0.01557981825972116,0.012500000000001267
0.009370245683388562,0.01557981825972116,0.012500000000001267
0.009370245683388562,0.01557981825972116,0.012500000000001267
0.009370245683388562,0.01557981825972116,0.012500000000001267
0.009370245683388562,0.01557981825972116,0.012500000000001267
0.009370245683388562,0.01557981825972116,0.012500000000001267
0.009370245683388562,0.0155798182597212,0.012500000000001288
0.009370245683388562,0.0155798182597212,0.012500000000001288
0.009370245683388562,0.015579818259721209,0.012500000000001293
0.009372451156613433,0.015577634622864897,0.012500000000001293
0.009372451156613433,0.015577634622864897,0.012500000000001293
0.009372451156613433,0.015577634622864897,0.012500000000001293
0.009372451156613433,0.015577634622864897,0.012500000000001293
0.009372451156613433,0.015577634622864897,0.012500000000001293
0.009372451156612746,0.015577634622864897,0.012500000000000948
0.009372451156612746,0.015577634622864897,0.012500000000000948
0.009372451156612746,0.015577634622864897,0.012500000000000948
0.009372451156612746,0.015577634622864897,0.012500000000000948
0.009420156077320496,0.015530402028104915,0.012500000000001031
0.009420156077320496,0.015530402028104915,0.012500000000001031
0.009420156077320496,0.015530402028104915,0.012500000000001031
0.009420156077320496,0.015530402028104932,0.01250000000000104
0.009420156077320496,0.015530402028104932,0.012500000000001042
0.009420156077320496,0.015530402028104932,0.012500000000001042
0.009733957968126988,0.015219707086712289,0.012500000000001002
0.009733957968126988,0.015219707086712289,0.012500000000001002
0.009199802419997708,0.015748573966048226,0.01250000000000101
0.009199802419997708,0.015748573966048226,0.01250000000000101
0.009199802419997708,0.015748573966048226,0.01250000000000101
0.009519237816088363,0.015432301296651532,0.012500000000001005
0.00937830702163936,0.01557183673670006,0.012500000000001016
0.00937830702163936,0.01557183673670006,0.012500000000001016
0.00937830702163936,0.015571836736700028,0.012500000000000996
0.00937830702163936,0.015571836736700028,0.012500000000000996
0.009105367891123897,0.015842073499586582,0.012500000000000976
0.009105367891123897,0.015842073499586582,0.012500000000000976
0.009056307042398038,0.015890648597335008,0.012500000000001002
0.009056307042398038,0.015890648597335008,0.012500000000001002
0.009056307042398038,0.015890648597335008,0.012500000000001002
0.009056307042398038,0.015890648597335008,0.012500000000001002
0.009056307042398038,0.015890648597335008,0.012500000000001002
0.009056307042398017,0.015890648597335008,0.01250000000000099
0.009056307042398017,0.015890648597335008,0.01250000000000099
0.009056307042398017,0.015890648597335005,0.012500000000000988
0.009056307042398078,0.015890648597335005,0.012500000000001019
0.009056307042398078,0.015890648597335005,0.012500000000001019
0.009056307042398078,0.015890648597335005,0.012500000000001019
0.009056307042398078,0.015890648597335005,0.012500000000001019
0.009149379931311328,0.01579849722217339,0.012500000000001031
0.009149379931311328,0.01579849722217339,0.012500000000001031
0.009149379931311328,0.01579849722217339,0.012500000000001031
0.009149379931311328,0.01579849722217339,0.012500000000001031
0.009308978625210058,0.015640478713362774,0.012500000000001033
0.009308978625209902,0.015640478713362774,0.012500000000000955
0.009308978625209902,0.015640478713362823,0.01250000000000098
0.009463587611534293,0.015487400509081253,0.012500000000000984
0.009463587611534293,0.015487400509081253,0.012500000000000984
0.009463587611534293,0.015487400509081253,0.012500000000000984
0.009463587611534293,0.015487400509081253,0.012500000000000984
0.009587676062952594,0.015364540656192012,0.012500000000001068
0.009587676062952594,0.015364540656192012,0.012500000000001068
0.009587676062952594,0.015364540656192015,0.012500000000001071
0.009587676062952594,0.015364540656192015,0.012500000000001071
0.009587676062952594,0.015364540656192015,0.012500000000001071
0.009587676062952594,0.015364540656192015,0.012500000000001071
0.009587676062952594,0.015364540656192015,0.012500000000001071
0.00953375301046757,0.015417929817068271,0.012500000000001066
0.009439275328903967,0.015511472076042221,0.012500000000001111
0.009439275328903967,0.015511472076042221,0.012500000000001111
0.009439275328903967,0.015511472076042221,0.012500000000001111
0.009392846015857341,0.015557441692920098,0.012500000000001123
0.009392846015857341,0.015557441692920098,0.012500000000001123
0.009392846015857341,0.015557441692920098,0.012500000000001123
0.009392846015857341,0.015557441692920098,0.012500000000001123
0.009392846015857341,0.015557441692920098,0.012500000000001123
0.009392846015857341,0.015557441692920098,0.012500000000001123
0.009568512663544448,0.01538351431897247,0.012500000000001123
